year,delta_cagr_pp,delta_maxdd_pp,delta_p10_pp,delta_p5_pp,delta_worst_decile_pp,delta_worst_pp,delta_sharpe,delta_calmar
2021,0.3141258156008675,-0.21971512031366203,-0.6293172482020104,-0.9620802505315105,-1.171213341452706,-5.116729511031238,0.00688538545745998,0.03912242965774415
2022,0.9876750130887473,0.4086539213687068,0.17421775626292657,-0.4380488192676495,-0.26197039024854973,0.9189033887016294,0.025439820588066153,0.0613579156191536
