policy,cagr,dd,sh,calmar,p10,p5,worstdec,worst,delta_cagr_pp,delta_maxdd_pp,delta_p10_pp,delta_p5_pp,delta_worst_decile_pp,delta_worst_pp,delta_sharpe,delta_calmar
EVENT_TIME_DISTILLED_TIT_R_V2,21.075426164113697,-26.10155377390417,0.7658658316618014,0.982010992816066,-36.67883344515628,-41.242440723971605,-42.03216845689579,-52.50146897061103,0.632483044008012,0.05050253066541899,-0.8650127738078197,-1.9744858583396407,-1.3542477117865843,0.6048069771262163,0.016451848648307843,0.0421036958442238
