scenario,family,variant,daily_observations,signal_dates,available_tickers,inference_dropped_tickers,cagr_mean,cagr_median,cagr_p10,maxdd_mean,maxdd_p10,sharpe_mean,concentrated_100pct_rate,score_keys_identical,max_abs_score_delta,monthly_score_rank_correlation,unrestricted_top1_agreement,basket_top1_agreement,basket_top2_ordered_agreement,basket_top2_set_agreement,concentration_regime_agreement,decision_count,cagr_delta_vs_baseline_pp,maxdd_delta_vs_baseline_pp,sharpe_delta_vs_baseline,fraction_baskets_beating_baseline,elapsed_seconds
QUARTERLY_REFIT,cutoff,CONSENSUS_MULTI,2366,113,148,0,0.20225216782931152,0.2016492660506345,0.11582900712242952,-0.34856025458876416,-0.4621311346171069,0.8282714893187492,0.10398230088495575,True,0.37837837837837834,0.9760949083476823,0.672566371681416,0.7431327433628319,0.5334690265486726,0.6158230088495575,0.9267964601769911,56500,3.2040666853285633,7.892850469646834,0.13553852521999188,0.67,865.4498028755188
QUARTERLY_REFIT,cutoff,MULTI_45_35_20,2366,113,148,0,0.17187477144791388,0.17476341706192422,0.06177167997982418,-0.4055957429147575,-0.606431698802976,0.7108304584382427,0.08697345132743363,True,0.42567567567567566,0.9751266319277241,0.6283185840707964,0.7349911504424779,0.5227964601769911,0.6082300884955752,0.9289734513274336,56500,0.16632704718879954,2.1893016370475027,0.018097494339485376,0.514,865.4498028755188
QUARTERLY_REFIT,cutoff,BASELINE_21,2366,113,148,0,0.1702115009760259,0.1672383976835411,0.055502707917967346,-0.4274887592852325,-0.6269875957679614,0.6927329640987573,0.07442477876106195,True,0.35,0.9714870296071978,0.6548672566371682,0.7508495575221239,0.5454690265486726,0.633362831858407,0.9402831858407079,56500,0.0,0.0,0.0,0.0,865.4498028755188
