scenario,family,variant,daily_observations,signal_dates,available_tickers,inference_dropped_tickers,cagr_mean,cagr_median,cagr_p10,maxdd_mean,maxdd_p10,sharpe_mean,concentrated_100pct_rate,score_keys_identical,max_abs_score_delta,monthly_score_rank_correlation,unrestricted_top1_agreement,basket_top1_agreement,basket_top2_ordered_agreement,basket_top2_set_agreement,concentration_regime_agreement,decision_count,cagr_delta_vs_baseline_pp,maxdd_delta_vs_baseline_pp,sharpe_delta_vs_baseline,fraction_baskets_beating_baseline,elapsed_seconds
LIVE_MISSING_5PCT_R3,ticker_live,BASELINE_21,2366,113,141,7,0.1987795122912616,0.1901016512935942,0.0897058543705164,-0.3694783159678063,-0.4697172017006323,0.7963349430923956,0.0817699115044247,False,0.0,1.0,0.7787610619469026,0.8640884955752213,0.7922300884955752,0.7922300884955752,0.96458407079646,56500,0.0,0.0,0.0,0.0,99.20522570610046
LIVE_MISSING_5PCT_R3,ticker_live,MULTI_45_35_20,2366,113,141,7,0.1949831294852364,0.1905917607751471,0.1030054538503833,-0.3675308649468167,-0.481991157232362,0.8026907989913543,0.0955929203539823,False,0.0,1.0,0.8761061946902655,0.9276106194690266,0.8712212389380531,0.8712212389380531,0.9745486725663716,56500,-0.3796382806025206,0.1947451020989643,0.0063558558989587,0.484,99.20522570610046
LIVE_MISSING_5PCT_R3,ticker_live,CONSENSUS_MULTI,2366,113,141,7,0.2048812683919795,0.2049644314911799,0.1147931883546198,-0.3415241398463039,-0.4364589713730226,0.8509419638646782,0.1114867256637168,False,0.0,1.0,0.8761061946902655,0.9323008849557524,0.8841592920353982,0.8841592920353982,0.9773097345132744,56500,0.6101756100717948,2.7954176121502416,0.0546070207722826,0.576,99.20522570610046
LIVE_MISSING_10PCT_R1,ticker_live,BASELINE_21,2366,113,134,15,0.1545332009844466,0.15350175984206,0.0494691365664533,-0.4393940023788424,-0.6297955492142582,0.6604696529557799,0.0954867256637168,False,0.0,1.0,0.8407079646017699,0.8634867256637168,0.7468672566371681,0.7468672566371681,0.956424778761062,56500,0.0,0.0,0.0,0.0,99.86378860473631
LIVE_MISSING_10PCT_R1,ticker_live,MULTI_45_35_20,2366,113,134,15,0.174698371494037,0.1719404528514878,0.0898171260363886,-0.3949775507495403,-0.5221135223525095,0.7357430883775787,0.1068672566371681,False,0.0,1.0,0.8849557522123894,0.8550442477876106,0.7355398230088496,0.7355398230088496,0.9503893805309734,56500,2.016517050959035,4.441645162930214,0.0752734354217988,0.642,99.86378860473631
LIVE_MISSING_10PCT_R1,ticker_live,CONSENSUS_MULTI,2366,113,134,15,0.1849477448612829,0.1862180126024206,0.1004977605836002,-0.3635307716484146,-0.4653819383273117,0.7867492142669605,0.1261946902654867,False,0.0,1.0,0.9026548672566372,0.8453982300884956,0.7210973451327434,0.7210973451327434,0.9466371681415928,56500,3.041454387683632,7.586323073042777,0.1262795613111806,0.69,99.86378860473631
LIVE_MISSING_10PCT_R2,ticker_live,BASELINE_21,2366,113,133,15,0.1651931872676326,0.1645061541315998,0.0557392760587261,-0.4281040376020721,-0.6230791994339601,0.6909572591229137,0.0870796460176991,False,0.0,1.0,0.8761061946902655,0.907150442477876,0.8255221238938053,0.8255221238938053,0.9687610619469028,56500,0.0,0.0,0.0,0.0,107.3855562210083
LIVE_MISSING_10PCT_R2,ticker_live,MULTI_45_35_20,2366,113,133,15,0.1910148673120801,0.1849822407092226,0.103059812477188,-0.3820113574343436,-0.5063538255990014,0.7786011869231884,0.1031858407079646,False,0.0,1.0,0.9380530973451328,0.9138230088495576,0.8218407079646017,0.8218407079646017,0.9669203539823008,56500,2.5821680044447515,4.60926801677285,0.0876439278002746,0.654,107.3855562210083
LIVE_MISSING_10PCT_R2,ticker_live,CONSENSUS_MULTI,2366,113,133,15,0.2016508374885605,0.2014394471817181,0.1083500974399854,-0.3539241311133658,-0.4545921041416852,0.8287732412234443,0.1252035398230088,False,0.0,1.0,0.9380530973451328,0.9007610619469026,0.7945309734513274,0.7945309734513274,0.9629557522123894,56500,3.645765022092786,7.417990648870631,0.1378159821005306,0.714,107.3855562210083
LIVE_MISSING_10PCT_R3,ticker_live,BASELINE_21,2366,113,133,15,0.1961992057053133,0.1889517447909671,0.0861529647009659,-0.3759523699583481,-0.4822784474816204,0.7865434905636848,0.0924247787610619,False,0.0,1.0,0.7787610619469026,0.8412743362831858,0.7337522123893805,0.7337522123893805,0.952442477876106,56500,0.0,0.0,0.0,0.0,95.6569402217865
LIVE_MISSING_10PCT_R3,ticker_live,MULTI_45_35_20,2366,113,133,15,0.1902115145441721,0.1884080796113421,0.096895789084052,-0.3785992343285141,-0.4911655225072611,0.7838550979136084,0.1058761061946902,False,0.0,1.0,0.8672566371681416,0.8962123893805309,0.7971858407079646,0.7971858407079646,0.9622477876106196,56500,-0.5987691161141201,-0.2646864370166091,-0.0026883926500763,0.476,95.6569402217865
LIVE_MISSING_10PCT_R3,ticker_live,CONSENSUS_MULTI,2366,113,133,15,0.2012603447932021,0.2000590003940278,0.1128503137032281,-0.3511792924627803,-0.4490820238805222,0.8357652012494033,0.1213451327433628,False,0.0,1.0,0.8761061946902655,0.9026725663716814,0.8105663716814159,0.8105663716814159,0.965008849557522,56500,0.50611390878888,2.477307749556773,0.0492217106857185,0.568,95.6569402217865
