family,feature,exists,missing_rate,std
TAIL,acc_mom_21_63_rank,True,0.13158301158301158,0.28867204738579566
TAIL,stoch63_rank,True,0.13155727155727157,0.2873049413429606
TAIL,mom_126_21_rank,True,0.142985842985843,0.2886720881649778
TAIL,mom126_ex21_rank,True,0.142985842985843,0.2886720881649778
TAIL,slope_21_rank,True,0.12391248391248391,0.28867202014421095
MACRO,ret_10_rank_mean,True,0.0,0.1668194044933971
MACRO,ret_10_rank_max,True,0.0,0.16003350078369682
MACRO,ret_21_rank_mean,True,0.003861003861003861,0.16955595399952764
MACRO,ret_21_rank_max,True,0.003861003861003861,0.16593070152231718
MACRO,ret_42_rank_mean,True,0.007722007722007722,0.17009447398917685
MACRO,ret_42_rank_max,True,0.007722007722007722,0.1713119140881814
MACRO,ret_63_rank_mean,True,0.011583011583011582,0.17227681439696602
MACRO,ret_63_rank_max,True,0.011583011583011582,0.1709227973879911
MACRO,ret_126_rank_mean,True,0.023166023166023165,0.17786610145628848
MACRO,ret_126_rank_max,True,0.023166023166023165,0.18039304061992062
MACRO,ret_252_rank_mean,True,0.04633204633204633,0.1842470681511749
MACRO,ret_252_rank_max,True,0.04633204633204633,0.18736887795760268
MACRO,acc_3_10_rank_mean,True,0.0,0.16816298628226017
MACRO,acc_3_10_rank_max,True,0.0,0.16620358191623785
MACRO,acc_5_21_rank_mean,True,0.003861003861003861,0.1698819486208224
MACRO,acc_5_21_rank_max,True,0.003861003861003861,0.16639263175975474
MACRO,acc_21_63_rank_mean,True,0.011583011583011582,0.16816452514549166
MACRO,acc_21_63_rank_max,True,0.011583011583011582,0.15687567056186597
MACRO,jerk_rank_mean,True,0.003861003861003861,0.16648622980250014
MACRO,jerk_rank_max,True,0.003861003861003861,0.16961642471244662
MACRO,eff_21_rank_mean,True,0.003861003861003861,0.14336205256979279
MACRO,eff_21_rank_max,True,0.003861003861003861,0.11031961629621638
MACRO,eff_63_rank_mean,True,0.011583011583011582,0.14665563678738688
MACRO,eff_63_rank_max,True,0.011583011583011582,0.11134215460640283
MACRO,dist_high_21_rank_mean,True,0.003861003861003861,0.17580138553016872
MACRO,dist_high_21_rank_max,True,0.003861003861003861,0.11514037609030764
MACRO,dist_high_63_rank_mean,True,0.011583011583011582,0.18005987212768754
MACRO,dist_high_63_rank_max,True,0.011583011583011582,0.12122320543678866
MACRO,dd_63_rank_mean,True,0.011583011583011582,0.18005987212768754
MACRO,dd_63_rank_max,True,0.011583011583011582,0.12122320543678866
MACRO,vol_21_rank_mean,True,0.003861003861003861,0.21579366571622094
MACRO,vol_21_rank_max,True,0.003861003861003861,0.2065573171527736
MACRO,vol_63_rank_mean,True,0.011583011583011582,0.2181171343423662
MACRO,vol_63_rank_max,True,0.011583011583011582,0.20882505322955858
MACRO,vol_ratio_10_63_rank_mean,True,0.011583011583011582,0.15567838142168652
MACRO,vol_ratio_10_63_rank_max,True,0.011583011583011582,0.1237725217667469
MACRO,directional_energy_21_rank_mean,True,0.003861003861003861,0.16384888436617623
MACRO,directional_energy_21_rank_max,True,0.003861003861003861,0.12505277450732452
MACRO,directional_energy_63_rank_mean,True,0.011583011583011582,0.16567444846334264
MACRO,directional_energy_63_rank_max,True,0.011583011583011582,0.12022841841055198
MACRO,spectral_entropy64_rank_mean,True,0.011583011583011582,0.1309376858463006
MACRO,spectral_entropy64_rank_max,True,0.011583011583011582,0.0968203755438877
MACRO,signed_volume21_rank_mean,True,0.0,0.12473356590767964
MACRO,signed_volume21_rank_max,True,0.0,0.08336856437202997
MACRO,volume_z20_rank_mean,True,0.0,0.09387159196177551
MACRO,volume_z20_rank_max,True,0.0,0.05602492521082568
MACRO,volume_ratio5_20_rank_mean,True,0.0,0.0947668206256173
MACRO,volume_ratio5_20_rank_max,True,0.0,0.06410028271068935
MACRO,pv_corr21_rank_mean,True,0.003861003861003861,0.10553224181930837
MACRO,pv_corr21_rank_max,True,0.003861003861003861,0.07150586611807017
MACRO,r2_63_rank_mean,True,0.011583011583011582,0.14773560830137367
MACRO,r2_63_rank_max,True,0.011583011583011582,0.11816404103852322
MACRO,slope_63_rank_mean,True,0.011583011583011582,0.17345326221067492
MACRO,slope_63_rank_max,True,0.011583011583011582,0.1724273349354115
