basket,strategy,cagr,maxdd,sharpe,final_equity,router_active_months,direct_condition_months
298,ROUTER,0.2727371626171593,-0.29773428045523487,1.0282005065580337,9.673657071018793,28,4
299,BASE,0.10396538239101738,-0.3380401160676796,0.4868313997248231,2.5363579212350382,28,7
299,DIRECT,0.09538291704231439,-0.3515971942573721,0.45713736073776484,2.3567604803827646,28,7
299,ROUTER,0.09860311768789387,-0.35159719425737224,0.4679784403698485,2.4227684192253056,28,7
300,BASE,0.20814078906745936,-0.3405417132030478,0.8119394002439638,5.925507562148085,28,5
300,DIRECT,0.20101785907994407,-0.3460746083270295,0.7856130410214122,5.6047974815841055,28,5
300,ROUTER,0.21485931218036103,-0.3405417132030478,0.8298496560148583,6.242937098293341,28,5
301,BASE,0.3108676192783564,-0.3694145536407927,1.1058993205705734,12.7710863075578,28,5
301,DIRECT,0.2968795003211824,-0.38358524869345734,1.0603381632456605,11.544754517223284,28,5
301,ROUTER,0.30068771942354977,-0.36634065541184835,1.073516104453311,11.867726340599601,28,5
302,BASE,0.07342364652544853,-0.48320389006445164,0.3892018781215129,1.947853937836391,28,6
302,DIRECT,0.06900080386660923,-0.5080088491756585,0.37492579268560916,1.873626760984747,28,6
302,ROUTER,0.0674246494315891,-0.5076110759538721,0.37002827515972503,1.8477921459706363,28,6
303,BASE,0.08898178557248393,-0.5602445636811104,0.4390880279525947,2.2303023444552883,28,4
303,DIRECT,0.07558314658247967,-0.5620809615101144,0.39636465191633635,1.9850420733507794,28,4
303,ROUTER,0.08849761468005934,-0.5620809615101143,0.43756901326854375,2.220988707726507,28,4
304,BASE,0.43419670972350066,-0.3133004233043092,1.3583289776495562,29.76370561905938,28,5
304,DIRECT,0.4275036861764496,-0.3133004233043085,1.3363668947244365,28.482017904579568,28,5
304,ROUTER,0.42195653195418337,-0.3133004233043085,1.3269023082586269,27.45738859098338,28,5
305,BASE,0.06469311809625111,-0.5503489080061819,0.3551777261486579,1.8037729053674196,28,8
305,DIRECT,0.0392338486358883,-0.5893635072938608,0.28566012654521694,1.43638838365689,28,8
305,ROUTER,0.05502769261057883,-0.5889209774956385,0.3286932351680664,1.655437375666787,28,8
306,BASE,0.2220147695714345,-0.33707288517511147,0.9967862871624695,6.597643498286883,28,4
306,DIRECT,0.22709046351573559,-0.3479593434841922,1.0069032887549492,6.860061646117813,28,4
306,ROUTER,0.21834288752184672,-0.34795934348419266,0.9803582281181019,6.41343521256575,28,4
307,BASE,0.09992760763313635,-0.44139853408780283,0.47214389290336684,2.4503940194101137,28,10
307,DIRECT,0.08233236576268,-0.4674865095740912,0.4153295008798987,2.105394288672534,28,10
307,ROUTER,0.09031517666730604,-0.4413985340878035,0.4413324939191168,2.256132502598234,28,10
308,BASE,0.19621458902569544,-0.31276928021509953,0.7717677130488136,5.397380667233623,28,6
308,DIRECT,0.21476786139963355,-0.3127692802150993,0.8215082800132926,6.238516284426375,28,6
308,ROUTER,0.20707295726907726,-0.3127692802150994,0.80064979692044,5.876406987664533,28,6
309,BASE,0.2363837002684559,-0.27003529232931744,0.974562199542719,7.364811724423982,28,4
309,DIRECT,0.23491417831660755,-0.2700352923293172,0.9677619107156333,7.282851309494502,28,4
309,ROUTER,0.2338409559839134,-0.27003529232931767,0.9650206311813717,7.223510005167142,28,4
310,BASE,0.2768470560761396,-0.30412674913975923,1.0042249494924953,9.971629405867189,28,5
310,DIRECT,0.2747213435798297,-0.2978440041034851,0.9949074667956509,9.81650409896034,28,5
310,ROUTER,0.26824584504164695,-0.30073459417370496,0.9784023762967118,9.357153220686557,28,5
311,BASE,0.12177450301780501,-0.4638752806392087,0.5497197597570911,2.948567142763431,28,5
311,DIRECT,0.12363942549411844,-0.4638752806392088,0.5544752157648547,2.9950179667145767,28,5
311,ROUTER,0.11741664339729008,-0.46387528063920913,0.5350819286556738,2.84252371575535,28,5
312,BASE,0.08640027094666758,-0.5022089059135503,0.44483989664996637,2.1810437921207906,28,6
312,DIRECT,0.08143760366931363,-0.5022089059135508,0.4268917419352048,2.0890727756144436,28,6
312,ROUTER,0.08909428105858752,-0.5022089059135504,0.4538260847687662,2.232471327663557,28,6
313,BASE,0.05869546846155904,-0.4991059623952564,0.33842822890823726,1.7103911873443503,28,7
313,DIRECT,0.04678738051389919,-0.5157374676935381,0.30091840704466083,1.5376877185864704,28,7
313,ROUTER,0.0497351543419966,-0.5157374676935382,0.31014379681207804,1.5789203515355918,28,7
314,BASE,0.21180515549137424,-0.41346180025964585,0.7954992387696564,6.096801249473071,28,4
314,DIRECT,0.21923999601123811,-0.41346180025964585,0.8095472850080896,6.458011153271679,28,4
314,ROUTER,0.21620100921822427,-0.41346180025964585,0.8008478736946955,6.308118610275283,28,4
315,BASE,0.26962722581346377,-0.2993065348317502,0.9936700823021051,9.453499049461385,28,5
315,DIRECT,0.2681743094553142,-0.3060033617278244,0.978897616244914,9.352187883611801,28,5
315,ROUTER,0.2796303502208799,-0.29930653483175107,1.0126884744219498,10.178053145161464,28,5
316,BASE,0.1530832134669291,-0.37120543124632444,0.64606196916231,3.820395199561961,28,5
316,DIRECT,0.14611914075558508,-0.37120543124632444,0.6213234899611197,3.6087075495159207,28,5
316,ROUTER,0.1531981477013078,-0.37120543124632444,0.6443221375569755,3.823980028118857,28,5
317,BASE,0.02213241383050235,-0.6762739751277267,0.2343631722991254,1.228746569699663,28,6
317,DIRECT,0.00576645772173956,-0.7211884808910785,0.18978007919431256,1.0555969917459922,28,6
317,ROUTER,0.021685902265448975,-0.7002578930101669,0.23342358668453153,1.2237048402207829,28,6
318,BASE,0.24318384073851895,-0.2924349608480502,0.9551723026433029,7.754915263968654,28,10
318,DIRECT,0.2428744785333432,-0.2924349608480501,0.9451785019956587,7.7367749892962125,28,10
318,ROUTER,0.23637213224530207,-0.29243496084805,0.930531748971065,7.364163329288165,28,10
319,BASE,0.2745014180223113,-0.2755859915552974,1.0754959600547092,9.800578654883473,28,6
319,DIRECT,0.2718802622206675,-0.2755859915552975,1.060204175898115,9.612542835806654,28,6
319,ROUTER,0.2760096765087612,-0.2755859915552977,1.0746503910918404,9.910261465672903,28,6
320,BASE,0.05537903177265702,-0.544533679217902,0.32873287266814943,1.6606322254387809,28,8
320,DIRECT,0.06244126415938944,-0.5269064571924436,0.34974423740957233,1.7681911415256013,28,8
320,ROUTER,0.052066044916536436,-0.5569460791943801,0.3184534601098798,1.6122207924877354,28,8
321,BASE,0.12253021614032789,-0.3458464328445314,0.5720552828546098,2.9673120072472803,28,5
321,DIRECT,0.11769562869519068,-0.345846432844531,0.5509413488772001,2.8492089337966635,28,5
321,ROUTER,0.12322975477989706,-0.3458464328445314,0.5738103353063255,2.984758354234961,28,5
322,BASE,0.15049926308906958,-0.37942009978988256,0.6400616864077813,3.7405898246489375,28,7
322,DIRECT,0.14240877325824775,-0.37942009978988256,0.6115331608402244,3.500259139994994,28,7
322,ROUTER,0.1504319448506546,-0.37942009978988256,0.6391325617653159,3.738530764939784,28,7
323,BASE,0.20245306645906513,-0.4880023775754727,0.7164459540554967,5.668140344132716,28,11
323,DIRECT,0.1987438239616064,-0.5413953649041221,0.6957330792036281,5.505727618106838,28,11
323,ROUTER,0.20197845831558148,-0.5215537360290766,0.7111647985307363,5.647123076485105,28,11
324,BASE,-0.025134786602114434,-0.6834817534626902,0.1008550863773358,0.7869887288479989,28,9
324,DIRECT,-0.0412861850309314,-0.7295271245886752,0.0591596950579562,0.6725018438478254,28,9
324,ROUTER,-0.025441146009970828,-0.6844165150823045,0.10166411408382649,0.7846645441703561,28,9
325,BASE,0.14199120067145876,-0.2777853924813585,0.6271228357433227,3.488238363236653,28,7
325,DIRECT,0.1336802668601269,-0.30105834680864896,0.5960303538611591,3.2565372717066636,28,7
325,ROUTER,0.13948374760222326,-0.27778539248135836,0.6156804704462762,3.4168283706288127,28,7
