year,delta_cagr_pp,delta_maxdd_pp,delta_p10_pp,delta_p5_pp,delta_worst_decile_pp,delta_worst_pp,delta_sharpe,delta_calmar
2021,-0.7843156867580987,-0.29040976721707423,-1.1151812126908283,-0.8319586919774693,-0.7732682547433036,0.438671977354133,-0.025174818640328445,-0.04850307000311305
2022,-0.17437258872204353,0.4063871508212671,1.1476095176030086,0.9330654969323859,0.9018626628068205,6.634598410445797,-0.0030419631249697376,-0.01028932122905013
