policy,cagr,dd,sh,calmar,p10,p5,worstdec,worst,delta_cagr_pp,delta_maxdd_pp,delta_p10_pp,delta_p5_pp,delta_worst_decile_pp,delta_worst_pp,delta_sharpe,delta_calmar
SMALLSET_PROTECTIVE_HGB,19.919647151929183,-26.03447205325386,0.7388343820680661,0.9136112160632681,-34.90697021933001,-40.09469174408507,-40.77073088098443,-53.106275947737245,-0.49633789365660874,0.11758425131572636,0.9068504520184462,-0.8267368784531044,-0.0928101358752258,0.0,-0.009964358841208054,-0.024951632589131134
